Run ID,Model,Question ID,Sample,Prompt,Source CSV,CRUD Operation,Score,Metrics,Tool Calls,Tools Used,Input Tokens,Output Tokens,Error
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,28,1,Provide the ids of the walls that shape a triangle,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",2,execute_ifc_code,3468,1488,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,29,1,"Provide total inner length (in meters) of the two walls with GlobalId = ""38GaXhC7P9afGO$ddCnYtE"" and GlobalId = ""38GaXhC7P9afGO$ddCnYr0""",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,21621,3941,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,30,1,Decrease the height of all walls by 0.5 m on the 2nd storey,all_questions.csv,update,0.3333333333333333,"{""integrity_constraint"": true, ""right_dimensions"": false, ""right_location"": false}",1,execute_ifc_code,1729,1053,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,31,1,"Rotate wall by +45° around its center which is parallel to wall with GlobalId = ""1$zxNs50z3OeFBpABtoN40""",all_questions.csv,update,1.0,"{""integrity_constraint"": true, ""right_dimensions"": true, ""right_location"": true}",3,execute_ifc_code,9743,5150,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,32,1,Move the window by 3m along the x axis which is wider than 1.50m,all_questions.csv,update,0.3333333333333333,"{""integrity_constraint"": true, ""right_dimensions"": false, ""right_location"": false}",1,execute_ifc_code,1433,728,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,33,1,Increase the length of one side of the slab so that it forms a square,all_questions.csv,update,1.0,"{""integrity_constraint"": true, ""right_dimensions"": true, ""right_location"": true}",2,execute_ifc_code,2642,1042,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,34,1,Move the column so that all columns form a rectangle,all_questions.csv,update,1.0,"{""right_dimensions"": true, ""integrity_constraint"": true, ""right_location"": true}",2,execute_ifc_code,3744,1630,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,35,1,"Delete the door that is between the doors with ids GlobalId = ""1g0NIEjcH1lfGqbYWRqtDg"" and GlobalId = ""1g0NIEjcH1lfGqbYWRqt8M""",all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",2,execute_ifc_code,3164,1107,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,36,1,Remove the walls that form the exterior walls separated from the main structure in the ground floor,all_questions.csv,delete,0.0,"{""object_not_exists"": false, ""integrity_constraint"": false}",7,execute_ifc_code,62627,10664,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,37,1,Take out the windows that are in the west walls. +Y is north and +X is east direction.,all_questions.csv,delete,0.0,"{""object_not_exists"": false, ""integrity_constraint"": false}",4,execute_ifc_code,17115,5247,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,38,1,"Delete the two windows that are opposite to the wall with the id GlobalId = ""1mRYVM4YfFFBRkcbz1hHbM""",all_questions.csv,delete,0.0,"{""object_not_exists"": false, ""integrity_constraint"": false}",5,execute_ifc_code,21662,6423,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,39,1,"Delete the wall that is closest to the column with id GlobalId = ""0lwZAgQMb7yAIJTmmcGlwc"". Take midpoint of column to nearest edge of wall.",all_questions.csv,delete,0.0,"{""object_not_exists"": 0.0, ""integrity_constraint"": 0.0}",1,execute_ifc_code,2883,2297,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,40,1,Add a wall to the room with the id 3_DHXxtdb3wRKlXgyMiH4s so that it gets fully enclosed,all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",7,execute_ifc_code,15673,3067,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,41,1,"Insert a column to the inner sapace of the walls with ids 3_DHXxtdb3wRKlXgyMiHOP, 3_DHXxtdb3wRKlXgyMiHR$, 3_DHXxtdb3wRKlXgyMiH5o, 1IMYx2Ej12vu3iYKHoTn08",all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": true, ""integrity_constraint"": false}",4,execute_ifc_code,14816,4046,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,42,1,"Insert a wall that separates the rooms with the ids 0rMMWWDi1E0Qbe7dlPjRaK, 0rMMWWDi1E0Qbe7dlPjRcx",all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",7,execute_ifc_code,17758,3689,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,43,1,"Create a slab that closes the elements with the ids 3_DHXxtdb3wRKlXgyMiHR$, 3_DHXxtdb3wRKlXgyMiHOP 3_DHXxtdb3wRKlXgyMiH5o, 1IMYx2Ej12vu3iYKHoTn08",all_questions.csv,create,1.0,"{""object_exists"": true, ""right_location"": true, ""right_dimensions"": true, ""integrity_constraint"": true}",7,execute_ifc_code,28540,6421,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,44,1,Create a door in one of the existing walls so that it connects the inner space with the outdoor space.,all_questions.csv,create,1.0,"{""object_exists"": true, ""right_location"": true, ""right_dimensions"": true, ""integrity_constraint"": true}",6,execute_ifc_code,21648,4725,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,45,1,Provide the global id of the wall that separates the room with the ids 3Vyqk8cSj8TOuAk6zHUwKx and 3Vyqk8cSj8TOuAk6zHUwJB.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,18286,3290,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,46,1,Provide the global ids of the slabs that close the room with the id 3Vyqk8cSj8TOuAk6zHUwKx.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",6,execute_ifc_code,20127,5514,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,47,1,Provide the global ids of the columns that touch the room with the id 3wugWiepr7zgNK68VeZIPn.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",6,execute_ifc_code,14822,3588,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,48,1,Provide the global id of the room that has no adjacency to the room with the id 1mbvTd20X72ePAvoaDnxNU.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,24081,4694,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,49,1,Provide the global id of the room that is open to the exterior.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,18906,3318,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,50,1,Change the height of all columns so that they touch the slab with id 0dxtXCDSn2mfP92h$AiPMM,all_questions.csv,update,0.0,"{""right_dimensions"": false, ""right_location"": false, ""integrity_constraint"": false}",7,execute_ifc_code,21226,3704,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,51,1,"Shorten the length of the wall by 1m that is outside of the walls with ids 3Vyqk8cSj8TOuAk6zHUwBs, 3Vyqk8cSj8TOuAk6zHUw89, 3Vyqk8cSj8TOuAk6zHUwMJ, 3Vyqk8cSj8TOuAk6zHUwNQ, 3Vyqk8cSj8TOuAk6zHUwAt, 3Vyqk8cSj8TOuAk6zHUwAc",all_questions.csv,update,0.3333333333333333,"{""right_dimensions"": false, ""right_location"": true, ""integrity_constraint"": false}",7,execute_ifc_code,23427,5088,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,52,1,Change	the position of the window with the id 0HbU4cYqD2SBtSJYoQ_eW1 so that its inner right side touches the outside of the wall with the id 0HbU4cYqD2SBtSJYoQ_eXK,all_questions.csv,update,0.3333333333333333,"{""right_location"": false, ""right_dimensions"": true, ""integrity_constraint"": false}",7,execute_ifc_code,43600,8287,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,53,1,Trim the beams so that they touch the wall with the id 1A1LNnHqHFQwR1jv6PQkyv,all_questions.csv,update,0.3333333333333333,"{""right_dimensions"": false, ""right_location"": true, ""integrity_constraint"": false}",7,execute_ifc_code,25386,5205,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,54,1,Change the position of the slab with id 0CJwXarnHAeA7eFXxxI_is that it lays on the slab with the id 0CJwXarnHAeA7eFXxxI_hO.,all_questions.csv,update,0.3333333333333333,"{""right_location"": false, ""right_dimensions"": true, ""integrity_constraint"": false}",1,execute_ifc_code,1957,1453,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,55,1,Remove the wall that touches both the walls with ids 3cmsjRvPb4wf9t15K203w_ and 3cmsjRvPb4wf9t15K203XR.,all_questions.csv,delete,0.0,"{""object_not_exists"": false, ""integrity_constraint"": false}",3,execute_ifc_code,9375,3105,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,56,1,Delete the columns that have no relationship with the slab with the id 2IIWDJ6bzEPxU4iXeUX9Z5.,all_questions.csv,delete,1.0,"{""object_not_exists"": true, ""integrity_constraint"": true}",1,execute_ifc_code,1821,1205,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,57,1,"Delete the room that is enclosed by the walls with global ids 3Vyqk8cSj8TOuAk6zHUwNQ, 3Vyqk8cSj8TOuAk6zHUwAt, 3Vyqk8cSj8TOuAk6zHUwAc, 3Vyqk8cSj8TOuAk6zHUwBs, 3Vyqk8cSj8TOuAk6zHUw89, 3Vyqk8cSj8TOuAk6zHUwIV.",all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",7,execute_ifc_code,18966,4330,True
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,58,1,"Remove the column that is inside of the walls with the ids 3Vyqk8cSj8TOuAk6zHUwIV, 3Vyqk8cSj8TOuAk6zHUw89, 3Vyqk8cSj8TOuAk6zHUwMJ, 3Vyqk8cSj8TOuAk6zHUwNQ",all_questions.csv,delete,1.0,"{""object_not_exists"": true, ""integrity_constraint"": true}",2,execute_ifc_code,3814,1585,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,59,1,"Delete the columns that are outside of the rooms with global ids 08usg60IH8OxdvepHCDp6f, 08usg60IH8OxdvepHCDp6c.",all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",5,execute_ifc_code,22098,6039,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,60,1,"Retrieve the net floor area in square meters of the room with GlobalId = ""3N9Z0YGDv8JuEhl24cnvVA""",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,16130,3175,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,61,1,Retrieve the net floor area in square meters of all the rooms,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,17910,3218,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,62,1,Retrieve the gross floor area in square meters of the second floor,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,18224,3474,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,63,1,Retrieve the gross floor area in square meters of all storeys,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,16499,3068,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,64,1,"Retrieve the inner net wall area in square meters of the walls with GlobalIds = [""1YYXjRkjn7ywhxb576N3hM"", ""1YYXjRkjn7ywhxb576N3nB"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3gT""]",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,18948,3317,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,65,1,"Retrieve the outer net wall area in square meters of the walls with GlobalIds = [""1YYXjRkjn7ywhxb576N3hM"", ""1YYXjRkjn7ywhxb576N3nB"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3gT""]",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,25333,6120,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,66,1,"Retrieve the inner net wall area in square meters of the walls with GlobalIds = [""37DacD4NnAp8bYABNd$pI9"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3gT""]",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,31076,7307,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,67,1,"Provide the outer net wall area in square meters of the walls with GlobalIds = [""1YYXjRkjn7ywhxb576N3gT"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3nB"", ""1YYXjRkjn7ywhxb576N3hM""]",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,20503,4837,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,68,1,"Provide the outer gross wall area in square meters of the walls with GlobalIds = [""1YYXjRkjn7ywhxb576N3gT"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3nB"", ""1YYXjRkjn7ywhxb576N3hM""]",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,27284,5498,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,69,1,"Provide the inner gross wall area in square meters of the walls with GlobalIds = [""2DM19d52z3gAPlkXPTpJnG"", ""1YYXjRkjn7ywhxb576N3m0"", ""1YYXjRkjn7ywhxb576N3gT""]. At wall junctions, do not trim wall faces; for this L-shaped wall set, include intersecting wall areas.",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,30818,5801,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,70,1,Provide the area of the openings in square meters that are larger than 2 sqm,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",5,execute_ifc_code,11530,2854,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,71,1,Calculate the combined width (in meters) of the openings with a sill,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,27453,9918,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,72,1,Retrieve the length of all walls (in meters),all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,23286,4264,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,73,1,"Provide the area of the opening in square meters in the slab with GlobalId = ""3IVn6KwFj83grW3cy2PbrE""",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,17907,3336,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,74,1,Take off number of all openings that are larger than 2 sqm,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,21403,3918,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,75,1,"Provide the volume in cubic meters of the openings in the slab with GlobalId = ""3IVn6KwFj83grW3cy2PbrE""",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,23897,4467,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,76,1,Provide the net wall volume in cubic meters of all walls,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,18779,4025,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,77,1,Take off net room volume in cubic meters of the non-rectangular room,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,19666,4692,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,78,1,Calculate the net volume in cubic meters of all slabs,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,21885,3981,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,79,1,Provide the perimeter in cubic meters of all rooms,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,20875,5049,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,80,1,Provide the global id of the room whose surrounding walls are perceived as spatially soft.    ,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,19253,3300,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,81,1,Provide the global id of the wall that is geometrically limited when it extends along its alignment.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",1,execute_ifc_code,1324,685,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,82,1,Provide the global id of the wall that is perceived as a freestanding wall within its spatial context.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,30715,4150,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,83,1,Provide the perceivable maximum spatial volume in cubic meters that emerges from the elements.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",2,execute_ifc_code,4435,1916,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,84,1,Provide the global id of the room that is perceived as more introverted.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,19032,3362,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,85,1,Provide the global id of the room that acts as the corridor.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,22124,2521,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,86,1,Provide the global ids of the doors on the shortest path from the room with global id 3E$cYc__TFSxk95ilJEp_R to the room with global id 3E$cYc__TFSxk95ilJEp_I.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,38818,7342,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,87,1,Provide the global id of the room that serves as a radial hub.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,19478,2844,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,88,1,Provide the global id of the room that acts as a room inside a room.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,17885,2955,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,89,1,Provide the global id of the room that is perceived as a semi-public-space.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,19375,3004,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,90,1,"Provide the global id of the element, that enables a visual and spatial connection between the ground floor and the first floor.",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,16986,2502,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,91,1,Provide the global id of the room that appears brighter based on visual perception.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,27407,5617,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,92,1,Provide the global id of the wall that tend to be in the darkest part of the room.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",4,execute_ifc_code,7488,2231,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,93,1,Provide the global id of the room that has spatial elements which create an indirect illumination.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,26997,4411,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,94,1,Provide the global id of the wall that is perceived as intentionally designed to receive a vertical light gradient across its surface.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,20613,2953,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,95,1,Provide the global ids of the rooms that acts as an support room to its correspnding main room.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,28489,4005,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,96,1,Provide the global id of the room that acts as the central axis in its context.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",6,execute_ifc_code,21736,3031,False
run_2026-01-26_16-16-15,google_genai:gemini-3-flash-preview,97,1,Provide the number of horizontal facade articulation zones in the south elevation. South means -y direction.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,42688,7027,False
